550	77
1	653
9	774
12	384
19	955
27	652
33	510
40	977
48	115
51	653
55	673
57	851
63	393
69	110
77	177
81	173
83	431
89	611
94	580
101	30
103	449
104	862
107	917
110	7
116	919
117	44
123	232
129	876
133	843
136	385
139	203
147	544
154	537
162	25
168	878
176	799
183	513
185	167
192	50
195	17
199	930
205	226
213	892
218	797
223	142
225	216
227	344
233	506
235	696
239	648
245	510
249	410
251	130
252	827
259	37
264	733
268	184
270	941
273	309
281	458
285	906
289	770
294	905
301	402
303	251
310	208
315	652
316	203
323	717
325	652
328	951
330	819
332	882
337	276
344	861
347	929
351	435
352	530
355	393
361	982
366	203
373	755
375	408
378	830
379	547
382	820
385	252
390	174
397	93
400	219
403	407
408	689
414	916
418	18
419	42
421	199
428	834
435	403
437	291
440	880
442	480
445	391
449	740
453	543
457	508
460	867
462	173
469	168
471	575
474	955
481	885
487	174
495	891
500	643
505	944
510	419
515	407
523	167
528	479
532	897
535	138
540	561
545	219
552	493
556	687
559	259
562	213
567	690
572	703
578	567
586	485
589	959
591	403
595	693
597	177
598	519
600	867
601	985
606	665
608	565
609	32
615	347
619	944
621	821
628	406
635	542
637	657
641	763
648	326
654	102
661	949
666	355
670	234
676	531
678	76
683	70
691	383
694	551
698	926
699	905
704	899
708	352
711	674
715	756
721	806
724	536
727	355
731	628
733	885
739	300
746	694
753	731
756	449
760	354
762	489
768	183
775	147
776	846
780	760
786	872
787	535
794	747
801	696
803	914
811	502
819	91
826	424
832	556
840	158
846	670
847	402
850	401
855	206
860	91
864	256
870	860
876	468
883	274
890	805
893	986
900	592
902	406
908	270
915	457
920	811
921	835
926	159
931	925
932	525
934	910
940	520
948	281
950	982
952	354
958	24
965	598
970	173
975	220
978	543
979	943
982	775
989	162
990	894
992	411
994	135
998	271
1004	270
1011	270
1018	718
1025	952
1027	188
1031	107
1034	857
1040	150
1046	518
1049	581
1055	620
1058	179
1063	533
1068	806
1071	715
1075	547
1080	241
1084	117
1086	354
1093	628
1094	215
1098	647
1104	72
1108	754
1113	484
1116	611
1119	898
1125	387
1127	639
1129	128
1134	274
1138	551
1145	738
1147	933
1149	262
1152	539
1157	428
1165	789
1172	137
1179	47
1180	205
1187	613
1189	86
1195	868
1201	172
1207	330
1212	685
1216	930
1218	971
1224	900
1225	602
1230	515
1238	83
1242	831
1243	979
1246	165
1253	839
1260	947
1264	461
1272	748
1275	233
1283	445
1287	856
1288	255
1294	217
1300	2
1302	354
1308	32
1309	272
1315	149
1317	899
1319	473
1321	135
1325	464
1331	986
1333	312
1339	988
1341	762
1343	568
1349	498
1356	289
1361	227
1366	532
1370	355
1374	307
1379	388
1381	201
1382	500
1388	585
1394	462
1396	213
1403	4
1409	843
1413	742
1419	519
1423	12
1428	634
1430	619
1431	431
1438	832
1441	886
1442	816
1450	639
1456	932
1461	992
1465	431
1469	512
1472	155
1479	832
1484	835
1487	40
1488	482
1494	802
1499	162
1504	174
1510	788
1517	79
1525	565
1528	241
1535	225
1541	742
1545	300
1549	693
1555	55
1559	374
1560	806
1564	227
1571	419
1578	317
1584	367
1590	317
1597	666
1602	994
1605	256
1608	120
1615	544
1617	610
1619	892
1623	7
1628	88
1632	327
1634	398
1641	165
1644	950
1646	306
1652	772
1657	800
1662	284
1666	35
1672	817
1679	922
1686	730
1692	749
1699	100
1700	329
1702	62
1707	865
1711	509
1714	402
1718	527
1726	639
1729	197
1732	939
1738	112
1745	250
1748	757
1751	354
1754	434
1761	485
1769	341
1776	741
1784	577
1792	302
1798	849
1805	159
1812	244
1818	672
1821	841
1827	832
1832	53
1835	440
1841	939
1843	203
1845	746
1848	105
1854	119
1855	759
1861	169
1866	484
1869	652
1875	664
1877	757
1879	498
1884	62
1887	521
1889	834
1894	139
1898	324
1905	645
1907	597
1912	209
1918	422
1923	916
1927	789
1933	735
1939	552
1943	266
1951	440
1954	74
1956	983
1959	255
1966	512
1971	333
1973	657
1977	797
1979	830
1981	300
1988	237
1996	686
1997	872
1999	768
2002	727
2006	646
2012	229
2016	98
2017	58
2023	789
2027	320
2028	602
2031	563
2036	496
2041	886
2047	960
2052	652
2054	838
2060	991
2062	823
2065	992
2069	766
2073	931
2081	760
2083	369
2087	620
2090	485
2094	749
2097	434
2098	200
2105	103
2107	438
2109	142
2115	195
2119	33
2123	810
2131	578
2137	960
2140	273
2145	374
2147	673
2152	779
2157	849
2160	848
2165	468
2169	789
2170	941
2176	130
2178	326
2183	504
2185	809
2190	313
2191	886
2196	779
2203	294
2205	684
2208	75
2212	709
2219	500
2222	389
2230	401
2233	747
2239	199
2241	456
2247	310
2250	294
2253	868
2258	701
2259	140
2265	869
2268	353
2270	830
2276	287
2277	749
2282	37
2286	541
2288	122
2292	472
2295	672
2302	733
2310	821
2317	707
2321	231
2329	472
2331	418
2334	421
2339	706
2346	374
2347	909
2350	743
2353	264
2359	814
2363	68
2366	805
2373	707
2381	67
2386	932
2393	767
2396	783
2402	114
2406	421
2410	820
2415	60
2419	934
2421	586
2427	295
2433	999
2434	972
