809
1	920
6	636
13	352
20	155
25	362
34	685
37	497
41	413
49	427
55	356
65	438
74	253
82	426
83	71
90	100
99	33
110	681
121	631
123	823
133	797
137	508
145	243
150	480
154	352
162	457
164	253
175	53
179	904
184	769
186	338
196	507
199	829
207	44
208	721
215	503
225	945
233	296
241	682
249	835
252	553
259	575
266	936
275	896
282	571
291	7
302	476
307	809
311	500
313	55
316	516
321	923
326	764
334	794
344	199
351	424
358	120
364	353
367	705
368	470
371	289
380	101
383	400
390	270
396	537
402	538
410	994
416	110
421	476
424	635
434	764
440	277
446	588
457	272
458	732
463	175
470	756
476	874
482	559
485	76
496	718
502	163
504	463
506	888
514	815
524	324
535	33
544	379
554	168
561	200
567	487
571	884
575	247
584	914
589	580
598	470
602	510
613	525
619	392
627	707
633	317
644	521
649	787
656	460
666	88
677	22
686	585
687	189
689	194
691	363
695	260
703	254
704	984
715	379
721	568
726	166
727	852
736	42
737	837
745	496
756	837
757	838
758	766
767	566
776	365
777	379
778	272
784	458
790	799
795	563
800	276
803	800
806	737
811	243
821	660
824	439
833	594
842	98
845	841
847	440
850	334
851	400
853	30
860	133
867	746
869	148
877	374
879	809
887	356
897	591
905	670
907	635
909	195
918	709
928	695
930	53
935	204
937	900
948	753
951	425
961	704
970	283
981	792
986	143
992	550
994	219
1003	904
1014	131
1016	94
1024	255
1031	834
1039	123
1050	190
1058	602
1065	61
1074	229
1083	330
1085	405
1087	648
1091	24
1096	926
1104	660
1112	319
1115	339
1119	581
1123	272
1126	788
1130	858
1132	607
1133	98
1137	886
1145	256
1153	435
1154	581
1157	3
1162	391
1167	254
1169	195
1171	403
1179	552
1187	92
1192	926
1194	85
1203	940
1204	598
1211	58
1220	505
1223	769
1228	532
1236	816
1245	146
1253	679
1264	685
1273	852
1275	479
1282	59
1285	129
1289	193
1299	685
1303	610
1306	383
1309	30
1318	218
1321	962
1326	460
1333	789
1339	793
1344	392
1350	968
1360	992
1370	841
1374	628
1379	761
1388	708
1390	393
1397	227
1399	392
1401	922
1404	569
1409	452
1418	563
1423	355
1427	255
1431	842
1440	162
1445	682
1447	399
1454	846
1463	643
1469	850
1471	477
1479	261
1484	511
1491	35
1493	908
1496	328
1506	860
1511	842
1517	927
1520	171
1525	380
1534	716
1539	169
1541	423
1546	836
1548	858
1554	606
1561	155
1568	985
1575	15
1585	790
1595	508
1596	285
1599	707
1606	798
1614	262
1622	413
1627	853
1632	733
1636	536
1644	264
1654	700
1658	344
1660	542
1669	485
1679	786
1685	696
1692	68
1699	100
1706	840
1712	726
1718	218
1725	889
1735	250
1738	106
1743	840
1748	676
1758	638
1761	452
1766	573
1773	218
1784	916
1794	976
1805	735
1813	688
1818	833
1823	994
1829	527
1833	865
1843	202
1850	244
1861	756
1867	830
1877	935
1880	975
1886	932
1896	253
1899	233
1900	815
1911	197
1913	584
1922	212
1929	384
1933	526
1936	32
1939	206
1942	613
1946	132
1952	980
1962	491
1963	275
1967	33
1973	549
1982	209
1992	716
1994	7
1996	488
2002	511
2005	174
2015	683
2025	550
2035	294
2046	191
2056	11
2063	837
2072	488
2081	591
2084	500
2092	487
2100	619
2109	103
2116	728
2120	147
2121	158
2128	454
2131	177
2132	929
2137	199
2146	768
2154	162
2161	985
2170	682
2177	278
2186	220
2194	994
2196	818
2199	153
2208	399
2218	59
2229	356
2240	112
2244	279
2247	330
2257	608
2264	814
2268	51
2273	727
2283	409
2287	956
2290	128
2299	590
2309	837
2319	471
2325	638
2327	116
2329	596
2340	743
2350	227
2361	193
2371	705
2379	755
2384	349
2393	842
2399	999
2405	110
2414	859
2419	27
2421	519
2425	166
2426	307
2437	606
2441	499
2446	805
2451	286
2459	948
2461	218
2467	162
2471	280
2477	843
2482	103
2490	382
2498	472
2504	576
2510	299
2518	979
2525	123
2529	904
2534	985
2540	316
2549	877
2554	961
2558	149
2562	537
2572	798
2578	299
2588	657
2592	386
2603	401
2612	130
2618	943
2621	802
2622	861
2627	611
2628	310
2633	974
2640	853
2646	381
2649	241
2656	775
2666	626
2675	278
2686	857
2694	168
2697	478
2700	863
2706	632
2712	242
2721	371
2730	693
2732	485
2741	84
2751	959
2754	557
2762	123
2764	921
2773	161
2776	571
2781	968
2786	437
2788	906
2794	455
2804	993
2812	2
2815	797
2816	577
2823	862
2825	984
2835	713
2845	527
2852	905
2862	55
2872	733
2876	45
2884	206
2893	843
2895	109
2898	439
2901	277
2905	154
2908	786
2917	115
2921	634
2925	548
2935	203
2945	87
2947	469
2951	593
2952	100
2955	715
2957	640
2959	730
2966	94
2976	48
2980	197
2989	609
2994	585
2995	709
2998	833
3000	95
3005	249
3014	541
3020	919
3030	138
3036	609
3037	457
3042	967
3046	195
3049	442
3053	18
3060	972
3063	484
3069	616
3070	369
3076	884
3083	462
3085	999
3087	237
3091	690
3095	245
3104	553
3106	588
3114	250
3125	915
3131	328
3141	828
3142	440
3145	502
3149	736
3159	973
3165	610
3176	489
3180	424
3182	641
3185	640
3190	495
3193	578
3198	839
3207	347
3214	520
3224	268
3235	110
3242	174
3248	865
3249	232
3260	236
3266	212
3273	256
3278	921
3281	88
3291	206
3293	378
3298	531
3302	311
3308	121
3318	628
3326	874
3335	200
3339	330
3346	428
3356	58
3363	55
3370	49
3372	290
3382	433
3385	920
3391	969
3395	599
3397	269
3406	929
3412	53
3416	883
3418	858
3428	20
3437	742
3446	565
3448	382
3453	775
3455	504
3462	193
3470	376
3477	111
3480	82
3490	780
3492	553
3499	14
3501	522
3507	344
3509	746
3512	110
3522	450
3529	498
3530	65
3535	235
3543	71
3553	426
3558	419
3567	601
3574	295
3579	233
3588	44
3590	322
