3000	500
1802	4000
3109	5492
802	2695
3004	6917
4334	2326
4169	3012
6143	619
2071	3846
5253	5050
5716	2831
7076	1429
857	5387
2920	2226
3614	6736
6793	1679
6695	2247
804	2509
2276	2728
4295	3768
3688	610
1181	913
3349	1997
6389	4893
4586	2904
1294	837
4895	4644
6226	6832
5045	2119
519	5027
1097	742
2488	6951
4232	5180
4595	4448
2958	2060
6574	2151
529	311
1898	4662
5939	1724
2516	522
1425	1284
3904	6483
2222	1718
7278	6812
1955	1561
2704	3212
5698	6173
7097	1318
3027	4121
3356	3626
3415	3099
4314	4207
7101	4302
842	7283
1772	7061
3008	3032
6689	3975
5657	2416
7297	4332
2250	4818
4654	6277
2400	1510
1668	7032
1675	4828
2419	326
4375	3415
919	6388
7117	743
4497	5004
621	3262
3090	4877
3189	2464
2207	4543
4163	5450
677	5899
1198	2167
1193	3810
5271	1635
6356	7027
6992	2526
2768	930
3863	6873
6090	7275
4751	3633
1336	6242
1955	1840
3788	6295
1274	6878
2740	6588
6486	2072
5278	4444
633	4832
3648	4850
3216	949
5396	1896
5220	3033
5817	3533
3071	4397
6776	5979
2273	5572
4877	6997
324	3363
6665	7256
4606	1252
2639	1089
2600	6609
835	317
7239	4657
6852	3019
1118	6109
1521	6504
6615	1197
1807	865
5098	4809
6584	2850
4651	1265
1416	1530
3634	1405
1847	2653
4650	1006
1927	5584
6765	3264
1985	3354
5142	6963
6681	4290
6541	4335
3273	5842
5912	4012
3194	4523
6768	4966
1892	6145
7098	6040
2015	2436
3741	5338
304	1078
1407	773
2029	7149
6370	3042
3262	1362
2392	4236
7245	4235
1065	636
7104	1658
5143	3172
6605	5848
3624	871
3728	4518
566	1475
1006	6665
839	2629
3479	6193
6978	1241
6649	3545
1093	4940
2264	6251
4410	1713
3849	3343
4546	1102
327	2192
4656	596
499	6058
2581	6707
5092	6556
5047	3152
3006	4193
6803	1053
3132	6766
3558	7098
3556	3252
4359	6959
1885	345
3202	3042
6372	5736
3652	1803
6142	6275
4770	674
3092	2220
1155	6440
3759	6386
686	859
1206	3372
2585	3944
6907	2140
4594	1130
5066	4091
6735	5203
